model,year,transmission,mileage,fuelType,tax(£),mpg,engineSize,price
 Ioniq,2017,Automatic,16001,Hybrid,140,78.5,1.6,14790
 Kona,2019,Manual,6811,Petrol,150,44.1,1,14974
 Tucson,2016,Manual,36510,Diesel,125,58.9,2,13480
 Tucson,2019,Semi-Auto,9733,Petrol,150,35.8,1.6,23880
 I20,2016,Manual,27458,Petrol,30,56.5,1.2,7290
 Tucson,2016,Manual,38000,Diesel,30,61.7,1.7,11750
 I30,2018,Manual,16337,Diesel,150,74.3,1.6,11750
 I10,2020,Manual,484,Petrol,150,55.4,1.2,12000
 Kona,2018,Manual,15459,Petrol,150,52.3,1,12500
 I10,2019,Manual,9023,Petrol,150,57.6,1.2,9000
 IX20,2017,Automatic,7941,Petrol,165,43.5,1.6,10500
 I10,2020,Manual,1458,Petrol,150,53.3,1,13290
 Ioniq,2018,Automatic,37439,Hybrid,135,78.5,1.6,14000
 I10,2019,Manual,2238,Petrol,145,49.6,1,9280
 I10,2017,Manual,3379,Petrol,20,60.1,1,7500
 Santa Fe,2019,Automatic,14778,Diesel,145,39.8,2.2,28995
 Kona,2018,Manual,9884,Petrol,145,44.1,1,13500
 I30,2015,Manual,29590,Diesel,0,78.4,1.6,8500
 Kona,2018,Manual,11421,Petrol,145,44.1,1,15000
 Tucson,2016,Manual,25233,Diesel,30,61.7,1.7,14995
 I20,2019,Manual,2128,Petrol,145,47.9,1,11480
 I30,2017,Manual,15824,Petrol,145,48.7,1.4,9690
 I10,2017,Semi-Auto,24890,Petrol,145,47.9,1.2,8490
 Santa Fe,2019,Automatic,4566,Diesel,145,42.2,2.2,26290
 Kona,2019,Automatic,1486,Hybrid,135,52.3,1.6,23290
 I10,2016,Manual,16309,Petrol,30,57.6,1.2,6500
 I20,2019,Manual,10458,Petrol,145,46.3,1.2,10500
 Tucson,2019,Automatic,3393,Diesel,145,47.1,1.6,23490
 I10,2019,Manual,1824,Petrol,145,49.6,1,9290
 I800,2017,Manual,34492,Diesel,145,37.7,2.5,14000
 I10,2019,Manual,9995,Petrol,145,57.6,1.2,9000
 I10,2019,Manual,9367,Petrol,145,60.1,1,8000
 I800,2019,Manual,1200,Diesel,145,31.7,2.5,23995
 I800,2018,Automatic,35845,Diesel,145,33.6,2.5,14500
 Santa Fe,2018,Manual,34000,Diesel,145,47.1,2.2,18000
 I20,2019,Manual,14188,Petrol,145,46.3,1.2,10000
 I800,2018,Automatic,35757,Diesel,145,28,2.5,16990
 I10,2017,Manual,31458,Petrol,145,57.7,1.2,7000
 Santa Fe,2018,Manual,30229,Diesel,145,47.1,2.2,19000
 I20,2015,Manual,48458,Petrol,30,55.4,1.2,6790
 I30,2019,Manual,4952,Petrol,145,42.2,1.4,17590
 Tucson,2019,Automatic,3469,Hybrid,145,40.4,2,26000
 Tucson,2016,Automatic,27458,Diesel,200,46.3,2,15990
 Tucson,2019,Manual,2765,Petrol,145,34.9,1.6,21990
 Tucson,2017,Automatic,36459,Diesel,150,46.3,2,14990
 I20,2018,Manual,4856,Petrol,150,47.9,1,11390
 Ioniq,2017,Automatic,19542,Hybrid,0,78.5,1.6,16000
 I10,2018,Manual,7785,Petrol,145,60.1,1,7500
 I10,2014,Manual,43482,Petrol,20,60.1,1,5000
 I10,2018,Manual,24040,Petrol,145,57.7,1.2,7250
 I30,2019,Manual,1790,Petrol,150,34,2,23000
 Tucson,2017,Manual,17177,Diesel,30,61.7,1.7,16000
 Tucson,2016,Automatic,40601,Diesel,200,47.1,2,13250
 Santa Fe,2017,Manual,39608,Diesel,200,47.1,2.2,18500
 I30,2018,Manual,12364,Diesel,145,74.3,1.6,11250
 Ioniq,2018,Automatic,27742,Hybrid,135,78.5,1.6,16000
 I20,2016,Manual,34599,Petrol,30,55.4,1.2,6980
 Tucson,2020,Semi-Auto,1764,Hybrid,145,50.4,1.6,23980
 I30,2020,Semi-Auto,2083,Petrol,145,44.1,1.4,19890
 Santa Fe,2020,Semi-Auto,2196,Diesel,145,39.2,2.2,35980
 I10,2017,Manual,25000,Petrol,145,60.1,1,7995
 I10,2016,Manual,11500,Petrol,20,61.4,1,6995
 I10,2015,Manual,12500,Petrol,30,57.6,1.2,6995
 I10,2016,Automatic,16500,Petrol,145,47.9,1.2,8495
 Kona,2018,Manual,16500,Petrol,145,52.3,1,16995
 IX20,2015,Automatic,37500,Petrol,200,43.6,1.6,7995
 I20,2016,Manual,27000,Petrol,30,58.9,1.2,8495
 Santa Fe,2019,Automatic,5000,Diesel,145,39.8,2.2,36495
 I10,2017,Manual,30367,Petrol,145,57.7,1.2,7000
 I800,2018,Automatic,32730,Diesel,145,28,2.5,16990
 Tucson,2017,Manual,11333,Diesel,145,61.4,1.7,16290
 I10,2017,Manual,19116,Petrol,145,60.1,1,6290
 Ioniq,2019,Automatic,2544,Hybrid,135,62.8,1.6,22000
 Tucson,2016,Manual,53753,Diesel,30,61.7,1.7,12495
 I10,2017,Manual,42057,Petrol,145,70.6,1,6498
 Tucson,2016,Manual,21240,Diesel,30,61.7,1.7,11498
 I10,2017,Manual,19750,Petrol,145,57.7,1.2,7995
 I10,2020,Manual,793,Petrol,145,56.5,1,11980
 I10,2020,Manual,539,Petrol,145,55.4,1.2,12980
 Santa Fe,2017,Semi-Auto,35406,Diesel,235,42.8,2.2,19770
 Santa Fe,2019,Semi-Auto,2251,Diesel,145,40.9,2.2,32280
 I10,2017,Semi-Auto,8970,Petrol,145,47.9,1.2,10280
 I10,2017,Manual,14500,Petrol,145,60.1,1,7495
 IX20,2016,Manual,51500,Diesel,30,64.2,1.6,8995
 Tucson,2016,Automatic,40500,Diesel,235,43.5,2,17995
 I10,2015,Manual,16000,Petrol,30,57.6,1.2,5995
 Kona,2019,Manual,50,Petrol,145,44.1,1,19995
 I10,2020,Manual,500,Petrol,145,56.5,1,12495
 I20,2016,Manual,24500,Petrol,30,58.9,1.2,7995
 I20,2017,Manual,15500,Petrol,20,62.8,1,9995
 I20,2017,Manual,35500,Petrol,145,62.8,1,8995
 I10,2019,Manual,6000,Petrol,145,60.1,1,12995
 I20,2017,Manual,34945,Petrol,30,58.9,1.2,7995
 Tucson,2016,Manual,65000,Diesel,145,54.3,2,14093
 I40,2016,Manual,34504,Diesel,30,65.7,1.7,11094
 I20,2018,Manual,25000,Petrol,150,55.4,1.2,8681
 IX20,2019,Automatic,357,Petrol,145,34.5,1.6,14062
 IX20,2016,Automatic,13302,Petrol,160,43.5,1.6,8991
 I10,2018,Manual,32331,Petrol,145,57.7,1.2,6795
 I10,2017,Manual,6500,Petrol,145,57.7,1.2,7495
 I20,2018,Manual,5000,Petrol,145,58.9,1.2,10995
 Santa Fe,2019,Automatic,100,Diesel,145,39.8,2.2,36995
 I10,2016,Manual,29650,Petrol,30,57.6,1.2,6695
 Tucson,2019,Automatic,1000,Hybrid,145,50.4,1.6,26995
 I20,2019,Manual,5000,Petrol,145,47.9,1,14195
 I10,2016,Manual,20500,Petrol,20,61.4,1,6495
 I30,2019,Manual,50,Petrol,145,34,2,25995
 IX20,2015,Manual,29000,Petrol,125,50.4,1.4,7495
 I10,2016,Manual,29000,Petrol,30,57.6,1.2,6995
 I10,2017,Manual,17500,Petrol,30,57.7,1.2,7695
 I10,2017,Manual,19500,Petrol,145,57.6,1.2,7495
 I10,2014,Manual,62500,Petrol,30,57.6,1.2,5495
 I10,2016,Manual,13500,Petrol,30,57.6,1.2,6995
 Santa Fe,2014,Semi-Auto,60500,Diesel,260,41.5,2.2,14995
 I10,2015,Manual,8500,Petrol,30,57.6,1.2,6495
 I30,2017,Manual,2924,Petrol,145,56.5,1,12495
 Tucson,2018,Automatic,12531,Diesel,145,43.5,2,22995
 Tucson,2016,Manual,33500,Diesel,30,61.7,1.7,12495
 Tucson,2019,Automatic,50,Petrol,145,36.2,1.6,23995
 I30,2016,Manual,37000,Diesel,0,78.4,1.6,9495
 I30,2017,Manual,300,Petrol,145,52.3,1.4,13495
 I30,2014,Manual,34500,Petrol,160,46.3,1.4,6995
 Santa Fe,2020,Semi-Auto,985,Diesel,150,39.2,2.2,36990
 I10,2020,Manual,1958,Petrol,150,56.5,1,12190
 I20,2020,Manual,1958,Petrol,150,46.3,1.2,11990
 Kona,2020,Manual,1458,Petrol,150,44.8,1,14490
 IX20,2016,Manual,38756,Petrol,125,50.4,1.4,7240
 I20,2018,Manual,5921,Petrol,145,47.9,1,11030
 Tucson,2017,Manual,18386,Diesel,30,61.7,1.7,14498
 Tucson,2016,Manual,18397,Diesel,30,61.7,1.7,11950
 I30,2015,Manual,22653,Petrol,145,48.7,1.4,8991
 I20,2016,Manual,37027,Petrol,30,56.5,1.2,6890
 Tucson,2017,Semi-Auto,14640,Diesel,125,57.6,1.7,14710
 IX20,2017,Manual,15687,Petrol,125,50.4,1.4,8798
 Tucson,2016,Manual,29019,Petrol,160,44.8,1.6,10798
 Kona,2018,Manual,12443,Petrol,145,44.1,1,13998
 I40,2016,Manual,39703,Diesel,20,67.3,1.7,8270
 Tucson,2019,Manual,101,Petrol,145,34.9,1.6,21490
 I10,2017,Manual,14931,Petrol,145,60.1,1,6991
 Kona,2018,Semi-Auto,10344,Petrol,145,34,1.6,18500
 I30,2014,Manual,72986,Diesel,0,76.3,1.6,5631
 Santa Fe,2014,Semi-Auto,46000,Diesel,265,41.5,2.2,14791
 I30,2015,Manual,47500,Diesel,0,78.4,1.6,7695
 I10,2017,Manual,32259,Petrol,145,57.7,1.2,7495
 I20,2014,Manual,22084,Petrol,30,57.6,1.2,5995
 I40,2016,Manual,61554,Diesel,125,60.1,1.7,8770
 IX35,2015,Manual,46573,Diesel,145,53.3,1.7,8420
 IX20,2017,Manual,7673,Petrol,125,50.4,1.4,9998
 I10,2018,Manual,9031,Petrol,150,57.7,1.2,8500
 IX20,2016,Manual,39289,Petrol,125,50.4,1.4,8000
 I20,2016,Manual,32182,Petrol,30,58.9,1.2,7250
 Tucson,2016,Manual,30771,Diesel,30,61.7,1.7,12750
 I10,2018,Manual,18382,Petrol,145,57.7,1.2,8750
 Tucson,2017,Manual,41846,Petrol,145,44.8,1.6,11350
 Tucson,2018,Semi-Auto,9292,Diesel,145,57.6,1.7,16000
 Santa Fe,2019,Semi-Auto,7919,Diesel,145,39.2,2.2,31500
 I20,2016,Manual,17740,Petrol,0,65.7,1,8000
 I10,2018,Manual,9990,Petrol,150,57.6,1.2,9000
 IX20,2016,Manual,36242,Petrol,125,50.4,1.4,7798
 Santa Fe,2017,Semi-Auto,21615,Diesel,235,42.8,2.2,17998
 I800,2019,Automatic,8491,Diesel,145,31.7,2.5,19798
 IX35,2015,Manual,48823,Petrol,165,44.1,1.6,8498
 Ioniq,2018,Automatic,8513,Hybrid,140,78.5,1.6,14998
 I10,2017,Manual,2375,Petrol,150,60.1,1,7498
 I10,2013,Manual,64500,Petrol,20,61.4,1.2,3790
 I20,2019,Manual,14568,Petrol,150,46.3,1.2,10500
 I30,2018,Manual,15124,Petrol,150,56.5,1,11000
 Tucson,2018,Manual,8523,Diesel,145,45.6,1.6,21000
 I20,2017,Manual,19366,Petrol,150,55.4,1.2,8500
 I20,2018,Manual,18575,Petrol,150,58.9,1.2,8500
 IX20,2015,Automatic,45908,Petrol,200,43.6,1.6,6750
 Tucson,2016,Semi-Auto,11257,Petrol,235,37.7,1.6,17000
 Kona,2018,Semi-Auto,19151,Petrol,145,42.2,1.6,17750
 Santa Fe,2018,Manual,20318,Diesel,145,47.1,2.2,20000
 I10,2019,Manual,3815,Petrol,145,60.1,1,8500
 I10,2016,Manual,21619,Petrol,30,57.6,1.2,7000
 I800,2017,Automatic,18000,Diesel,330,33.6,2.5,15499
 IX20,2017,Manual,8564,Diesel,145,64.2,1.6,8199
 Ioniq,2019,Automatic,10999,Hybrid,135,78.5,1.6,19970
 I20,2018,Manual,7182,Petrol,145,46.3,1.2,9770
 Santa Fe,2019,Semi-Auto,2000,Diesel,145,39.8,2.2,32000
 I10,2015,Manual,13425,Petrol,30,57.6,1.2,6750
 I20,2017,Manual,24286,Petrol,150,58.9,1.2,8000
 I10,2015,Semi-Auto,26227,Petrol,150,47.9,1.2,7500
 I20,2017,Manual,16700,Petrol,150,58.9,1,9750
 Tucson,2016,Automatic,13396,Diesel,240,43.5,2,15250
 Santa Fe,2019,Semi-Auto,17835,Diesel,145,39.8,2.2,28500
 I10,2017,Manual,28076,Petrol,145,57.7,1.2,7500
 Tucson,2016,Manual,27542,Diesel,30,61.7,1.7,11499
 I20,2016,Manual,30165,Petrol,30,55.4,1.2,7551
 Tucson,2016,Manual,25897,Diesel,30,61.7,1.7,12495
 I20,2017,Manual,34945,Petrol,30,58.9,1.2,7995
 I40,2016,Manual,34504,Diesel,30,65.7,1.7,11695
 Tucson,2016,Manual,69332,Diesel,145,54.3,2,13292
 Ioniq,2016,Automatic,51600,Hybrid,0,78.5,1.6,13995
 I30,2015,Manual,51605,Diesel,0,76.3,1.6,5750
 IX35,2014,Manual,57675,Diesel,145,53.3,1.7,7530
 I40,2014,Automatic,66031,Diesel,200,47.1,1.7,7700
 I20,2018,Manual,6669,Petrol,145,46.3,1.2,9870
 Tucson,2019,Semi-Auto,11994,Petrol,145,36.2,1.6,19970
 Tucson,2017,Manual,12287,Petrol,160,44.8,1.6,13970
 I10,2019,Manual,16709,Petrol,145,57.6,1.2,9970
 Tucson,2018,Manual,16314,Petrol,145,44.8,1.6,14770
 Tucson,2017,Automatic,31470,Diesel,200,46.3,2,15270
 I20,2018,Manual,4256,Petrol,145,55.4,1.2,11000
 I10,2018,Manual,10164,Petrol,145,60.1,1,7900
 I10,2017,Semi-Auto,17120,Petrol,145,47.9,1.2,9500
 I20,2018,Automatic,6394,Petrol,145,49.6,1,12500
 IX20,2016,Automatic,4210,Petrol,165,43.5,1.6,9500
 I30,2016,Manual,41955,Petrol,150,48.7,1.4,8500
 Tucson,2017,Manual,22981,Diesel,145,61.7,1.7,12498
 Tucson,2017,Semi-Auto,33164,Diesel,125,57.6,1.7,13495
 Tucson,2017,Manual,9140,Petrol,160,44.8,1.6,11800
 IX20,2016,Manual,20347,Petrol,125,50.4,1.4,7327
 IX20,2017,Manual,20967,Petrol,145,50.4,1.4,8340
 IX20,2013,Manual,35954,Petrol,150,45.6,1.4,5498
 I30,2017,Manual,52586,Diesel,145,74.3,1.6,9298
 I30,2016,Manual,32572,Petrol,145,48.7,1.4,8698
 I40,2016,Manual,36084,Diesel,30,65.7,1.7,10491
 I20,2016,Manual,33322,Petrol,20,62.8,1,7821
 I20,2015,Manual,11468,Petrol,125,51.4,1.4,8995
 I20,2017,Manual,21260,Diesel,145,72.4,1.4,8295
 Ioniq,2017,Automatic,18747,Hybrid,135,78.5,1.6,15470
 Ioniq,2016,Automatic,20296,Hybrid,0,78.5,1.6,14270
 Santa Fe,2018,Semi-Auto,13018,Diesel,145,42.8,2.2,22270
 Kona,2018,Manual,13533,Petrol,145,44.1,1,13470
 I20,2019,Manual,3826,Petrol,145,47.9,1,10970
 I20,2019,Manual,2884,Petrol,145,47.9,1,10970
 I20,2019,Manual,4491,Petrol,145,47.9,1,10970
 Ioniq,2019,Automatic,8862,Hybrid,135,62.8,1.6,19970
 I20,2017,Manual,17864,Petrol,145,55.4,1.2,9370
 Tucson,2018,Manual,23091,Petrol,145,44.8,1.6,13690
 IX35,2013,Manual,72205,Diesel,145,53.3,1.7,6990
 I10,2015,Manual,36188,Petrol,30,57.6,1.2,6995
 I10,2017,Manual,23000,Petrol,145,57.7,1.2,8495
 I10,2016,Manual,14959,Petrol,30,57.6,1.2,6995
 Santa Fe,2020,Semi-Auto,6073,Diesel,145,39.2,2.2,36495
 Tucson,2018,Automatic,8700,Diesel,145,47.1,1.6,19894
 I800,2019,Manual,100,Diesel,145,31.7,2.5,24995
 I10,2017,Manual,33834,Petrol,145,57.7,1.2,6795
 IX20,2016,Manual,41691,Diesel,30,64.2,1.6,6995
 Tucson,2016,Manual,15507,Diesel,125,58.9,2,16995
 I10,2015,Manual,25411,Petrol,30,57.6,1.2,6079
 Tucson,2017,Semi-Auto,47170,Diesel,125,57.6,1.7,12991
 I20,2017,Manual,16069,Petrol,145,61.4,1,9991
 Santa Fe,2018,Manual,7781,Diesel,145,47.1,2.2,20250
 Tucson,2016,Semi-Auto,31441,Diesel,125,57.6,1.7,14495
 I10,2018,Manual,7372,Petrol,145,60.1,1,8495
 Ioniq,2018,Automatic,35876,Hybrid,135,78.5,1.6,13995
 I10,2019,Manual,100,Petrol,145,49.6,1,10890
 I10,2018,Manual,12447,Petrol,145,60.1,1,7495
 Tucson,2019,Manual,100,Petrol,145,35.3,1.6,20990
 Tucson,2019,Manual,100,Petrol,145,35.3,1.6,20990
 I10,2019,Manual,50,Petrol,145,49.6,1,10790
 I800,2018,Automatic,31917,Diesel,145,33.6,2.5,15795
 Kona,2019,Manual,9567,Petrol,145,44.1,1,15995
 IX20,2017,Manual,13817,Petrol,145,50.4,1.4,9695
 IX20,2016,Manual,28500,Petrol,125,50.4,1.4,8189
 I10,2015,Semi-Auto,8537,Petrol,145,47.9,1.2,8695
 Tucson,2019,Manual,2250,Hybrid,145,47.9,1.6,26495
 IX20,2016,Manual,19999,Petrol,125,50.4,1.4,8399
 I10,2017,Manual,32716,Petrol,145,57.7,1.2,6798
 Tucson,2016,Manual,4859,Petrol,160,44.8,1.6,16995
 Tucson,2019,Manual,3210,Hybrid,145,48.7,1.6,25490
 I800,2019,Manual,15492,Diesel,145,31.7,2.5,18990
 Kona,2019,Manual,9187,Petrol,145,44.1,1,15390
 Santa Fe,2019,Semi-Auto,13675,Diesel,150,39.8,2.2,31390
 I30,2015,Manual,30782,Diesel,20,72.4,1.6,9290
 Kona,2019,Manual,2000,Petrol,150,44.1,1,19990
 I10,2019,Manual,198,Petrol,145,49.6,1,10290
 I30,2019,Manual,100,Petrol,145,48.7,2.2,13990
 Tucson,2019,Manual,50,Petrol,145,35.3,1.6,19990
 I10,2019,Manual,100,Petrol,145,60.1,1,9190
 Kona,2019,Manual,50,Petrol,145,44.1,1,16390
 Kona,2019,Manual,50,Petrol,145,44.1,1,16390
 IX20,2015,Manual,24305,Diesel,30,64.2,1.6,7190
 I10,2017,Manual,5473,Petrol,145,60.1,1,7990
 Tucson,2019,Manual,16373,Petrol,145,34.9,1.6,15498
 I20,2018,Manual,13546,Petrol,145,46.3,1.2,9998
 Tucson,2019,Manual,101,Petrol,145,34.9,1.6,21490
 I20,2017,Manual,19302,Petrol,145,62.8,1,8980
 I10,2017,Manual,25884,Petrol,145,60.1,1,6881
 I10,2014,Manual,8896,Petrol,20,60.1,1,6630
 IX20,2017,Manual,12245,Petrol,150,50.4,1.4,10000
 Santa Fe,2015,Semi-Auto,46045,Diesel,265,42.2,2.2,16990
 I10,2017,Manual,12115,Petrol,150,60.1,1,7390
 Tucson,2016,Manual,46759,Diesel,150,54.3,2,14990
 Ioniq,2017,Automatic,23690,Hybrid,140,78.5,1.6,15290
 I10,2017,Manual,12351,Petrol,145,60.1,1,7290
 I10,2019,Manual,50,Petrol,145,49.6,1,10290
 I10,2017,Manual,30351,Petrol,145,60.1,1,6290
 I10,2019,Manual,50,Petrol,145,49.6,1,10290
 Tucson,2019,Manual,4304,Diesel,145,48.7,1.6,20990
 I10,2019,Manual,50,Petrol,145,49.6,1,10790
 Tucson,2019,Manual,100,Petrol,145,35.3,1.6,20990
 Tucson,2019,Manual,100,Petrol,145,35.3,1.6,20990
 I30,2017,Manual,35073,Diesel,150,78.4,1.6,8490
 IX20,2016,Manual,20063,Petrol,125,50.4,1.4,8790
 Tucson,2016,Automatic,15550,Diesel,205,47.1,2,17790
 Tucson,2017,Manual,20018,Diesel,30,61.4,1.7,15490
 I20,2015,Manual,26061,Petrol,30,55.4,1.2,7446
 IX35,2015,Manual,85614,Diesel,150,54.3,1.7,7485
 I10,2017,Manual,40261,Petrol,145,57.7,1.2,6498
 I10,2017,Manual,33267,Petrol,145,57.7,1.2,6798
 I10,2017,Manual,41592,Petrol,145,60.1,1,6298
 I10,2017,Manual,17470,Petrol,145,57.7,1.2,8990
 I30,2017,Manual,17921,Petrol,145,56.5,1,10290
 Kona,2019,Manual,20189,Petrol,150,44.1,1,14470
 Tucson,2017,Semi-Auto,26238,Diesel,125,57.6,1.7,15270
 I30,2017,Manual,27095,Diesel,150,78.4,1.6,8250
 I10,2017,Manual,19971,Petrol,30,57.7,1.2,8490
 I30,2017,Manual,48499,Diesel,150,74.3,1.6,9990
 I10,2018,Manual,3611,Petrol,150,60.1,1,8490
 Kona,2019,Automatic,4235,Hybrid,140,52.3,1.6,20990
 Ioniq,2017,Automatic,38249,Hybrid,140,78.5,1.6,12990
 I20,2018,Manual,3792,Petrol,145,46.3,1.2,11795
 I20,2013,Manual,19729,Petrol,30,57.6,1.2,5790
 I10,2015,Manual,12042,Petrol,20,61.4,1,5499
 I40,2017,Manual,15326,Diesel,145,65.7,1.7,10277
 I30,2017,Manual,32769,Diesel,145,74.3,1.6,10120
 I800,2016,Manual,30283,Diesel,300,37.7,2.5,13990
 Tucson,2016,Manual,23992,Diesel,30,61.7,1.7,13490
 I10,2017,Manual,42005,Petrol,145,60.1,1,5590
 I10,2017,Manual,31801,Petrol,30,57.7,1.2,7490
 I20,2014,Manual,29872,Petrol,30,57.6,1.2,5990
 I30,2017,Manual,30834,Petrol,125,50.4,1.4,8990
 Santa Fe,2015,Semi-Auto,54000,Diesel,265,42.2,2.2,14500
 I30,2019,Manual,222,Petrol,145,42.2,1.4,18990
 Tucson,2016,Manual,30581,Diesel,30,61.7,1.7,12570
 Kona,2018,Manual,9711,Petrol,150,44.1,1,13970
 I30,2018,Manual,22780,Petrol,150,52.3,1.4,12970
 Tucson,2016,Automatic,35794,Diesel,205,46.3,2,15270
 I40,2017,Manual,14799,Diesel,150,67.3,1.7,11470
 I20,2019,Manual,6305,Petrol,150,47.9,1,11470
 I30,2019,Manual,3000,Petrol,150,44.8,1.4,17970
 I30,2019,Manual,1000,Petrol,150,34,2,26970
 I20,2019,Manual,2946,Petrol,145,46.3,1.2,12090
 I20,2019,Manual,6245,Petrol,145,47.9,1,12395
 IX35,2014,Manual,62300,Petrol,205,41.5,1.6,7790
 I10,2018,Manual,16874,Petrol,150,57.7,1.2,9750
 Tucson,2017,Manual,18679,Diesel,30,61.7,1.7,12395
 Santa Fe,2019,Semi-Auto,17568,Diesel,150,39.8,2.2,35490
 I10,2019,Manual,50,Petrol,145,49.6,1,10890
 I40,2016,Manual,47613,Diesel,20,67.3,1.7,8490
 I10,2015,Manual,19645,Petrol,30,57.6,1.2,6190
 Ioniq,2017,Automatic,11651,Hybrid,135,78.5,1.6,16290
 I10,2017,Manual,12583,Petrol,145,57.7,1.2,8495
 I10,2018,Manual,8083,Petrol,145,60.1,1,8000
 Kona,2019,Semi-Auto,8086,Petrol,145,37.7,1.6,21990
 Tucson,2017,Manual,19996,Diesel,30,61.4,1.7,15990
 Ioniq,2018,Automatic,32228,Hybrid,135,78.5,1.6,15490
 Tucson,2018,Semi-Auto,29890,Petrol,145,39.8,1.6,16990
 I10,2019,Manual,3269,Petrol,145,60.1,1,8490
 I20,2017,Manual,14923,Petrol,145,62.8,1,8990
 I20,2017,Manual,9903,Petrol,30,55.4,1.2,9990
 I20,2014,Manual,24394,Petrol,30,57.6,1.2,5990
 I10,2017,Manual,17170,Petrol,30,57.7,1.2,7990
 I10,2017,Manual,7525,Petrol,30,57.7,1.2,8490
 I20,2019,Manual,4565,Petrol,150,46.3,1.2,11490
 Tucson,2016,Manual,27923,Diesel,205,47.9,2,16990
 I40,2017,Manual,22172,Diesel,150,67.3,1.7,9490
 Ioniq,2020,Automatic,3140,Hybrid,140,62.8,1.6,20990
 I10,2016,Manual,23340,Petrol,20,60.1,1,5290
 I20,2017,Manual,37505,Petrol,145,58.9,1.2,7795
 I10,2018,Manual,6018,Petrol,145,60.1,1,8795
 I10,2017,Manual,10193,Petrol,145,60.1,1,6995
 Kona,2018,Manual,10569,Petrol,145,52.3,1,12695
 I10,2016,Manual,30456,Petrol,30,57.6,1.2,6995
 I10,2017,Manual,26154,Petrol,145,60.1,1,6220
 I10,2016,Manual,11562,Petrol,20,60.1,1,6270
 I10,2017,Manual,16165,Petrol,20,60.1,1,7250
 Tucson,2019,Manual,6220,Diesel,150,48.7,1.6,19000
 I10,2019,Manual,3052,Petrol,145,60.1,1,10490
 I10,2019,Manual,2328,Petrol,145,49.6,1,10490
 I30,2019,Manual,1848,Petrol,145,34,2,25490
 I10,2019,Manual,1101,Petrol,145,49.6,1,10490
 Tucson,2019,Semi-Auto,9777,Hybrid,145,50.4,1.6,24990
 Tucson,2019,Manual,2899,Petrol,145,34.9,1.6,22990
 I10,2017,Manual,13330,Petrol,145,57.7,1.2,8990
 I10,2017,Manual,30370,Petrol,150,60.1,1,5725
 I10,2017,Manual,35640,Petrol,150,57.7,1.2,7600
 Tucson,2018,Manual,20917,Petrol,150,44.8,1.6,14250
 IX20,2016,Automatic,7275,Petrol,160,43.5,1.6,9995
 IX20,2017,Manual,9760,Diesel,150,64.2,1.6,8690
 IX20,2017,Manual,9870,Petrol,125,50.4,1.4,8499
 Tucson,2018,Semi-Auto,7723,Diesel,145,57.6,1.7,15999
 Tucson,2017,Manual,9654,Diesel,145,61.7,1.7,13500
 IX20,2017,Manual,13675,Diesel,145,64.2,1.6,8750
 I10,2018,Manual,12544,Petrol,145,57.7,1.2,7500
 Kona,2018,Manual,8435,Petrol,145,44.1,1,14750
 Tucson,2019,Manual,3400,Diesel,145,49.6,1.6,19199
 I10,2017,Manual,17531,Petrol,20,60.1,1,7350
 I10,2018,Manual,9031,Petrol,145,57.7,1.2,8500
 Kona,2019,Manual,14587,Petrol,145,44.1,1,15000
 I800,2019,Automatic,14674,Diesel,145,31.7,2.5,19000
 I30,2015,Manual,44929,Diesel,0,78.4,1.6,7331
 Tucson,2017,Manual,16964,Diesel,145,61.4,1.7,15732
 I40,2018,Manual,37653,Diesel,150,60.1,1.7,13491
 I10,2018,Manual,7594,Petrol,145,60.1,1,7995
 Tucson,2017,Semi-Auto,20940,Diesel,125,57.6,1.7,14995
 I10,2018,Manual,7006,Petrol,145,57.7,1.2,9995
 I10,2018,Manual,11901,Petrol,145,60.1,1,8295
 Tucson,2019,Semi-Auto,29986,Petrol,150,35.8,1.6,20991
 Santa Fe,2014,Manual,52236,Diesel,205,46.3,2.2,13991
 Tucson,2016,Manual,31789,Diesel,30,61.7,1.7,10776
 I10,2013,Manual,62921,Petrol,20,61.4,1.2,3500
 Tucson,2016,Manual,26000,Diesel,125,58.9,2,15000
 IX20,2018,Manual,9328,Petrol,150,50.4,1.4,10500
 Santa Fe,2017,Manual,29458,Diesel,200,47.1,2.2,17991
 I20,2016,Manual,21017,Petrol,20,62.8,1,8491
 I20,2017,Automatic,3283,Petrol,160,45.6,1.4,10700
 I20,2017,Manual,17007,Petrol,145,65.7,1,9000
 IX20,2017,Manual,13675,Diesel,145,64.2,1.6,8750
 I10,2018,Manual,9031,Petrol,145,57.7,1.2,8500
 I20,2016,Manual,16228,Petrol,20,62.8,1,9299
 Tucson,2017,Manual,19366,Diesel,125,58.9,2,17500
 I10,2018,Manual,10858,Petrol,145,60.1,1,7400
 Kona,2018,Semi-Auto,35401,Petrol,145,34,1.6,18000
 Ioniq,2019,Automatic,2479,Hybrid,135,78.5,1.6,21000
 I10,2019,Manual,10567,Petrol,145,60.1,1,8750
 I10,2016,Manual,21619,Petrol,30,57.6,1.2,7500
 I10,2017,Manual,17531,Petrol,20,60.1,1,7350
 I10,2018,Manual,2307,Petrol,145,60.1,1,8700
 I30,2019,Manual,8259,Petrol,145,34,2,21999
 I10,2017,Manual,6200,Petrol,145,60.1,1,7995
 I20,2018,Manual,20953,Diesel,150,72.4,1.4,7991
